ad_id,product,channel,audience,date,impressions,clicks,conversions,spend,headline_len,sentiment,ctr,cvr
ad_1536,Organic Face Cream,google_search,Women 25-40,2025-09-15,134,4,0,1.56,28,0.239,0.029850746268656716,0.0
ad_1537,NoiseCancel Headphones,facebook,Women 25-40,2025-09-26,54,0,0,0.64,46,0.288,0.0,0.0
ad_1538,Online MBA Course,instagram,Professionals 30-45,2025-09-28,539,7,0,7.54,23,-0.233,0.012987012987012988,0.0
ad_1539,Eco Bottle,google_search,Men 25-40,2025-09-17,1234,32,1,15.64,52,0.472,0.02593192868719611,0.03125
ad_1540,NoiseCancel Headphones,google_search,Professionals 30-45,2025-09-05,103,4,0,1.35,18,0.499,0.038834951456310676,0.0
ad_1541,Online MBA Course,youtube,Men 25-40,2025-08-29,848,13,0,10.55,55,-0.158,0.015330188679245283,0.0
ad_1542,NoiseCancel Headphones,instagram,Men 25-40,2025-08-29,496,5,0,6.93,57,0.176,0.010080645161290322,0.0
ad_1543,Smartwatch Pro,google_search,Men 25-40,2025-08-30,480,13,4,6.29,35,0.395,0.027083333333333334,0.3076923076923077
ad_1544,Smartwatch Pro,google_search,Professionals 30-45,2025-09-17,574,18,1,5.79,27,-0.079,0.0313588850174216,0.05555555555555555
ad_1545,Smartwatch Pro,instagram,Students 18-25,2025-10-20,191,2,0,2.53,47,0.53,0.010471204188481676,0.0
ad_1546,Online MBA Course,instagram,Men 25-40,2025-08-20,62,2,1,0.72,18,0.18,0.03225806451612903,0.5
ad_1547,Organic Face Cream,facebook,Men 25-40,2025-11-01,2533,29,0,33.95,25,0.334,0.011448874851954205,0.0
ad_1548,NoiseCancel Headphones,instagram,Students 18-25,2025-08-29,220,0,0,3.23,28,-0.132,0.0,0.0
ad_1549,Organic Face Cream,instagram,Students 18-25,2025-09-28,233,2,0,2.6,12,0.449,0.008583690987124463,0.0
ad_1550,Online MBA Course,google_search,Men 25-40,2025-08-23,1332,45,3,15.2,16,0.112,0.033783783783783786,0.06666666666666667
ad_1551,Smartwatch Pro,facebook,Professionals 30-45,2025-10-18,241,0,0,2.78,55,0.153,0.0,0.0
ad_1552,Eco Bottle,youtube,Men 25-40,2025-11-05,407,4,0,5.91,33,0.458,0.009828009828009828,0.0
ad_1553,Organic Face Cream,facebook,Women 25-40,2025-08-26,245,5,0,2.62,51,-0.117,0.02040816326530612,0.0
ad_1554,NoiseCancel Headphones,facebook,Professionals 30-45,2025-10-22,1677,27,0,24.82,49,0.173,0.016100178890876567,0.0
ad_1555,Eco Bottle,facebook,Students 18-25,2025-09-24,374,3,0,5.6,28,-0.013,0.008021390374331552,0.0
ad_1556,Eco Bottle,youtube,Professionals 30-45,2025-10-17,312,4,0,3.73,47,0.288,0.01282051282051282,0.0
ad_1557,Eco Bottle,youtube,Men 25-40,2025-11-07,116,1,0,1.37,46,0.248,0.008620689655172414,0.0
ad_1558,Online MBA Course,facebook,Students 18-25,2025-10-13,653,6,0,6.75,33,-0.0,0.009188361408882083,0.0
ad_1559,Online MBA Course,instagram,Professionals 30-45,2025-10-23,1258,21,2,18.84,23,0.466,0.016693163751987282,0.09523809523809523
ad_1560,Smartwatch Pro,facebook,Men 25-40,2025-10-02,1007,15,0,12.24,31,0.639,0.014895729890764648,0.0
ad_1561,Organic Face Cream,instagram,Women 25-40,2025-08-16,2062,38,1,27.82,21,0.891,0.01842870999030068,0.02631578947368421
ad_1562,Smartwatch Pro,youtube,Students 18-25,2025-10-29,1464,9,0,20.35,29,0.375,0.006147540983606557,0.0
ad_1563,Eco Bottle,facebook,Students 18-25,2025-10-10,708,7,1,10.61,10,0.198,0.009887005649717515,0.14285714285714285
ad_1564,Eco Bottle,youtube,Professionals 30-45,2025-10-20,700,9,1,9.42,46,0.388,0.012857142857142857,0.1111111111111111
ad_1565,Online MBA Course,facebook,Professionals 30-45,2025-11-08,99,0,0,1.48,14,0.102,0.0,0.0
ad_1566,NoiseCancel Headphones,youtube,Students 18-25,2025-09-04,2197,16,0,31.36,46,-0.232,0.007282658170232135,0.0
ad_1567,Smartwatch Pro,google_search,Professionals 30-45,2025-09-24,234,13,0,3.22,25,-0.114,0.05555555555555555,0.0
ad_1568,Smartwatch Pro,facebook,Students 18-25,2025-09-09,1337,21,0,15.94,47,0.093,0.015706806282722512,0.0
ad_1569,Smartwatch Pro,facebook,Women 25-40,2025-08-18,557,10,0,7.12,52,0.069,0.017953321364452424,0.0
ad_1570,Online MBA Course,youtube,Men 25-40,2025-08-19,45,0,0,0.49,39,-0.412,0.0,0.0
ad_1571,Organic Face Cream,youtube,Men 25-40,2025-08-26,795,2,0,10.79,33,-0.525,0.0025157232704402514,0.0
ad_1572,Smartwatch Pro,google_search,Men 25-40,2025-08-19,93,1,0,1.12,41,0.407,0.010752688172043012,0.0
ad_1573,Organic Face Cream,facebook,Professionals 30-45,2025-10-23,399,6,1,4.81,44,0.526,0.015037593984962405,0.16666666666666666
ad_1574,Organic Face Cream,instagram,Women 25-40,2025-09-13,1127,12,1,16.36,31,-0.517,0.01064773735581189,0.08333333333333333
ad_1575,Online MBA Course,youtube,Men 25-40,2025-10-17,614,2,1,8.25,18,0.046,0.003257328990228013,0.5
ad_1576,Organic Face Cream,instagram,Students 18-25,2025-09-25,1301,12,0,18.07,37,-0.167,0.009223674096848577,0.0
ad_1577,Organic Face Cream,youtube,Women 25-40,2025-11-05,2461,19,1,30.33,58,0.735,0.0077204388459975615,0.05263157894736842
ad_1578,Online MBA Course,youtube,Women 25-40,2025-10-16,154,0,0,2.3,58,0.044,0.0,0.0
ad_1579,Organic Face Cream,facebook,Students 18-25,2025-11-05,1344,3,0,16.75,13,-0.444,0.002232142857142857,0.0
ad_1580,Organic Face Cream,instagram,Men 25-40,2025-08-21,1616,17,0,21.08,24,0.055,0.01051980198019802,0.0
ad_1581,Online MBA Course,facebook,Students 18-25,2025-09-01,1054,7,0,15.75,22,0.242,0.006641366223908918,0.0
ad_1582,Smartwatch Pro,youtube,Men 25-40,2025-09-21,1102,14,0,15.01,30,-0.192,0.012704174228675136,0.0
ad_1583,Organic Face Cream,instagram,Men 25-40,2025-10-07,723,7,1,9.54,28,0.488,0.009681881051175657,0.14285714285714285
ad_1584,Smartwatch Pro,youtube,Students 18-25,2025-08-27,9,1,0,0.13,46,0.295,0.1111111111111111,0.0
ad_1585,Online MBA Course,instagram,Women 25-40,2025-10-27,249,5,0,3.61,51,-0.077,0.020080321285140562,0.0
ad_1586,Eco Bottle,youtube,Women 25-40,2025-10-14,768,5,0,9.91,24,0.305,0.006510416666666667,0.0
ad_1587,Smartwatch Pro,google_search,Men 25-40,2025-10-30,126,3,0,1.38,29,0.149,0.023809523809523808,0.0
ad_1588,Online MBA Course,google_search,Professionals 30-45,2025-11-05,284,6,0,3.68,16,-0.027,0.02112676056338028,0.0
ad_1589,Online MBA Course,youtube,Men 25-40,2025-10-05,112,0,0,1.64,15,-0.011,0.0,0.0
ad_1590,Online MBA Course,youtube,Professionals 30-45,2025-11-05,323,5,0,3.89,56,-0.137,0.015479876160990712,0.0
ad_1591,Eco Bottle,facebook,Women 25-40,2025-11-01,423,3,0,5.12,54,-0.192,0.0070921985815602835,0.0
ad_1592,NoiseCancel Headphones,instagram,Students 18-25,2025-10-07,99,2,0,1.47,22,0.187,0.020202020202020204,0.0
ad_1593,Smartwatch Pro,facebook,Students 18-25,2025-09-18,225,2,1,3.37,24,-0.189,0.008888888888888889,0.5
ad_1594,Online MBA Course,youtube,Men 25-40,2025-09-23,1232,11,2,13.57,44,-0.105,0.008928571428571428,0.18181818181818182
ad_1595,Smartwatch Pro,facebook,Women 25-40,2025-10-01,390,3,0,4.6,14,0.146,0.007692307692307693,0.0
ad_1596,Smartwatch Pro,google_search,Professionals 30-45,2025-10-29,611,22,1,6.15,29,-0.344,0.03600654664484452,0.045454545454545456
ad_1597,Smartwatch Pro,instagram,Professionals 30-45,2025-09-29,142,2,0,1.98,33,0.128,0.014084507042253521,0.0
ad_1598,Online MBA Course,youtube,Professionals 30-45,2025-11-11,860,15,0,9.57,50,0.255,0.01744186046511628,0.0
ad_1599,NoiseCancel Headphones,youtube,Students 18-25,2025-10-21,1218,13,1,12.76,46,0.461,0.010673234811165846,0.07692307692307693
ad_1600,Online MBA Course,youtube,Students 18-25,2025-11-02,1314,19,1,17.37,50,0.176,0.01445966514459665,0.05263157894736842
ad_1601,NoiseCancel Headphones,instagram,Men 25-40,2025-10-30,663,9,0,9.85,44,-0.14,0.013574660633484163,0.0
ad_1602,NoiseCancel Headphones,google_search,Professionals 30-45,2025-10-08,502,10,0,5.82,20,0.302,0.0199203187250996,0.0
ad_1603,Online MBA Course,instagram,Students 18-25,2025-09-15,597,9,0,8.08,25,-0.148,0.01507537688442211,0.0
ad_1604,Online MBA Course,google_search,Men 25-40,2025-09-21,2760,89,4,33.94,56,0.573,0.0322463768115942,0.0449438202247191
ad_1605,NoiseCancel Headphones,youtube,Women 25-40,2025-11-03,557,7,0,6.33,30,0.168,0.012567324955116697,0.0
ad_1606,Online MBA Course,facebook,Women 25-40,2025-09-26,254,0,0,2.72,49,-0.121,0.0,0.0
ad_1607,Smartwatch Pro,google_search,Women 25-40,2025-10-28,2335,71,4,23.4,55,0.059,0.030406852248394005,0.056338028169014086
ad_1608,Online MBA Course,facebook,Students 18-25,2025-11-05,418,5,0,5.52,59,0.098,0.011961722488038277,0.0
ad_1609,Organic Face Cream,google_search,Women 25-40,2025-09-25,1629,35,3,18.72,22,0.511,0.021485573971761818,0.08571428571428572
ad_1610,Online MBA Course,google_search,Women 25-40,2025-09-13,344,8,0,4.94,36,-0.035,0.023255813953488372,0.0
ad_1611,NoiseCancel Headphones,facebook,Men 25-40,2025-10-13,828,18,2,12.31,19,-0.039,0.021739130434782608,0.1111111111111111
ad_1612,Smartwatch Pro,google_search,Professionals 30-45,2025-09-24,131,5,0,1.53,55,-0.206,0.03816793893129771,0.0
ad_1613,NoiseCancel Headphones,google_search,Men 25-40,2025-09-15,1164,27,3,15.45,13,0.234,0.023195876288659795,0.1111111111111111
ad_1614,Eco Bottle,youtube,Professionals 30-45,2025-11-05,969,6,0,12.39,48,0.057,0.006191950464396285,0.0
ad_1615,NoiseCancel Headphones,instagram,Men 25-40,2025-08-25,104,1,0,1.45,11,0.266,0.009615384615384616,0.0
ad_1616,Organic Face Cream,youtube,Professionals 30-45,2025-10-07,866,2,0,9.29,15,-0.09,0.0023094688221709007,0.0
ad_1617,NoiseCancel Headphones,facebook,Students 18-25,2025-11-01,257,2,0,2.73,37,-0.304,0.007782101167315175,0.0
ad_1618,Smartwatch Pro,facebook,Men 25-40,2025-10-03,1455,15,1,17.55,35,-0.58,0.010309278350515464,0.06666666666666667
ad_1619,Eco Bottle,instagram,Students 18-25,2025-11-10,513,9,0,7.02,28,0.068,0.017543859649122806,0.0
ad_1620,Smartwatch Pro,facebook,Professionals 30-45,2025-11-01,1036,12,0,12.76,51,-0.402,0.011583011583011582,0.0
ad_1621,Eco Bottle,google_search,Students 18-25,2025-11-11,1832,50,1,18.91,49,0.162,0.027292576419213975,0.02
ad_1622,Smartwatch Pro,youtube,Women 25-40,2025-09-01,1486,14,0,21.9,42,-0.152,0.009421265141318977,0.0
ad_1623,Smartwatch Pro,google_search,Professionals 30-45,2025-10-04,398,14,1,4.74,39,-0.009,0.035175879396984924,0.07142857142857142
ad_1624,NoiseCancel Headphones,google_search,Professionals 30-45,2025-08-28,603,18,0,8.44,53,-0.075,0.029850746268656716,0.0
ad_1625,Smartwatch Pro,youtube,Women 25-40,2025-11-01,2398,21,1,35.96,12,0.466,0.008757297748123435,0.047619047619047616
ad_1626,Smartwatch Pro,instagram,Women 25-40,2025-11-02,54,1,0,0.64,24,0.143,0.018518518518518517,0.0
ad_1627,Organic Face Cream,google_search,Women 25-40,2025-10-05,190,10,0,2.51,14,0.643,0.05263157894736842,0.0
ad_1628,NoiseCancel Headphones,youtube,Men 25-40,2025-10-04,2381,27,1,33.27,39,-0.287,0.01133977320453591,0.037037037037037035
ad_1629,Eco Bottle,instagram,Students 18-25,2025-09-03,575,14,0,6.35,24,-0.32,0.02434782608695652,0.0
ad_1630,Eco Bottle,google_search,Women 25-40,2025-10-12,225,10,2,2.69,45,-0.091,0.044444444444444446,0.2
ad_1631,Smartwatch Pro,google_search,Professionals 30-45,2025-10-08,309,15,0,3.24,44,0.204,0.04854368932038835,0.0
ad_1632,Eco Bottle,facebook,Women 25-40,2025-09-03,575,6,0,6.62,24,-0.126,0.010434782608695653,0.0
ad_1633,NoiseCancel Headphones,instagram,Professionals 30-45,2025-10-07,789,7,0,9.84,51,0.07,0.008871989860583017,0.0
ad_1634,Online MBA Course,google_search,Professionals 30-45,2025-09-18,564,20,0,8.12,32,-0.151,0.03546099290780142,0.0
ad_1635,NoiseCancel Headphones,google_search,Women 25-40,2025-10-10,1213,35,2,17.87,53,0.085,0.028854080791426217,0.05714285714285714
ad_1636,NoiseCancel Headphones,facebook,Students 18-25,2025-11-01,1742,25,1,19.0,46,0.512,0.014351320321469576,0.04
ad_1637,Smartwatch Pro,youtube,Students 18-25,2025-10-13,10,0,0,0.13,34,-0.025,0.0,0.0
ad_1638,Online MBA Course,google_search,Students 18-25,2025-10-29,1609,52,8,20.9,12,0.265,0.032318210068365445,0.15384615384615385
ad_1639,NoiseCancel Headphones,instagram,Women 25-40,2025-09-24,323,4,0,3.33,54,0.089,0.01238390092879257,0.0
ad_1640,Smartwatch Pro,youtube,Men 25-40,2025-10-23,716,6,0,8.12,44,-0.229,0.008379888268156424,0.0
ad_1641,Smartwatch Pro,google_search,Women 25-40,2025-10-30,960,24,2,11.17,20,-0.241,0.025,0.08333333333333333
ad_1642,NoiseCancel Headphones,facebook,Professionals 30-45,2025-09-11,76,1,0,1.05,32,-0.252,0.013157894736842105,0.0
ad_1643,Online MBA Course,youtube,Women 25-40,2025-08-17,1110,3,1,14.36,44,-0.083,0.002702702702702703,0.3333333333333333
ad_1644,NoiseCancel Headphones,instagram,Students 18-25,2025-11-07,247,2,0,3.7,14,0.168,0.008097165991902834,0.0
ad_1645,Online MBA Course,instagram,Men 25-40,2025-08-19,2966,42,2,40.06,41,-0.069,0.014160485502360081,0.047619047619047616
ad_1646,Eco Bottle,google_search,Women 25-40,2025-10-26,815,27,2,11.14,11,-0.225,0.033128834355828224,0.07407407407407407
ad_1647,Online MBA Course,google_search,Professionals 30-45,2025-09-16,370,17,0,4.41,55,-0.069,0.04594594594594595,0.0
ad_1648,NoiseCancel Headphones,google_search,Men 25-40,2025-09-29,1404,29,0,17.56,11,-0.288,0.020655270655270654,0.0
ad_1649,Smartwatch Pro,youtube,Students 18-25,2025-09-07,384,2,0,4.51,35,-0.345,0.005208333333333333,0.0
ad_1650,Smartwatch Pro,google_search,Men 25-40,2025-09-15,1833,58,0,20.02,44,-0.054,0.031642116748499725,0.0
ad_1651,Eco Bottle,google_search,Professionals 30-45,2025-10-16,78,0,0,0.9,24,-0.356,0.0,0.0
ad_1652,Organic Face Cream,youtube,Professionals 30-45,2025-10-20,95,0,0,1.14,41,-0.125,0.0,0.0
ad_1653,Eco Bottle,instagram,Students 18-25,2025-10-12,962,10,0,13.54,25,-0.193,0.010395010395010396,0.0
ad_1654,Organic Face Cream,instagram,Students 18-25,2025-08-17,368,5,0,4.28,13,-0.048,0.01358695652173913,0.0
ad_1655,Smartwatch Pro,youtube,Men 25-40,2025-10-15,855,1,1,10.53,18,-0.266,0.0011695906432748538,1.0
ad_1656,Eco Bottle,facebook,Students 18-25,2025-10-19,1254,11,0,16.13,40,0.294,0.008771929824561403,0.0
ad_1657,NoiseCancel Headphones,google_search,Men 25-40,2025-09-30,321,11,2,4.48,12,0.001,0.03426791277258567,0.18181818181818182
ad_1658,Smartwatch Pro,youtube,Men 25-40,2025-09-21,697,8,0,8.53,31,-0.261,0.011477761836441894,0.0
ad_1659,Online MBA Course,facebook,Professionals 30-45,2025-09-17,726,7,0,10.85,35,0.344,0.009641873278236915,0.0
ad_1660,Smartwatch Pro,instagram,Professionals 30-45,2025-10-24,75,0,0,1.09,55,0.483,0.0,0.0
ad_1661,NoiseCancel Headphones,youtube,Women 25-40,2025-09-20,217,3,1,2.79,18,0.057,0.013824884792626729,0.3333333333333333
ad_1662,Eco Bottle,google_search,Students 18-25,2025-08-19,598,18,0,6.66,20,-0.062,0.030100334448160536,0.0
ad_1663,Organic Face Cream,instagram,Professionals 30-45,2025-08-24,1274,27,0,13.66,41,-0.215,0.02119309262166405,0.0
ad_1664,NoiseCancel Headphones,instagram,Men 25-40,2025-10-05,1063,15,4,14.89,11,0.278,0.014111006585136407,0.26666666666666666
ad_1665,NoiseCancel Headphones,instagram,Women 25-40,2025-10-16,720,10,1,9.54,58,-0.161,0.013888888888888888,0.1
ad_1666,Online MBA Course,google_search,Students 18-25,2025-09-01,676,22,0,7.63,20,0.142,0.03254437869822485,0.0
ad_1667,NoiseCancel Headphones,instagram,Men 25-40,2025-10-04,141,3,0,2.04,42,0.071,0.02127659574468085,0.0
ad_1668,NoiseCancel Headphones,google_search,Women 25-40,2025-11-01,1465,58,0,17.98,59,0.129,0.039590443686006824,0.0
ad_1669,Smartwatch Pro,instagram,Women 25-40,2025-08-19,624,5,0,7.81,13,-0.104,0.008012820512820512,0.0
ad_1670,Smartwatch Pro,facebook,Students 18-25,2025-09-17,18,0,0,0.18,51,0.181,0.0,0.0
ad_1671,NoiseCancel Headphones,google_search,Men 25-40,2025-09-18,1269,41,1,14.8,46,0.452,0.03230890464933018,0.024390243902439025
ad_1672,Smartwatch Pro,instagram,Men 25-40,2025-09-09,2736,41,1,33.77,33,0.11,0.014985380116959063,0.024390243902439025
ad_1673,Smartwatch Pro,google_search,Professionals 30-45,2025-10-18,1945,79,4,20.31,57,0.118,0.04061696658097686,0.05063291139240506
ad_1674,Online MBA Course,youtube,Men 25-40,2025-09-26,126,3,1,1.76,27,0.395,0.023809523809523808,0.3333333333333333
ad_1675,Smartwatch Pro,instagram,Professionals 30-45,2025-10-05,639,9,0,6.71,44,-0.159,0.014084507042253521,0.0
ad_1676,Eco Bottle,google_search,Men 25-40,2025-09-25,2673,61,2,37.64,36,0.332,0.022820800598578377,0.03278688524590164
ad_1677,Online MBA Course,facebook,Men 25-40,2025-09-17,385,4,0,4.5,18,0.142,0.01038961038961039,0.0
ad_1678,Eco Bottle,youtube,Women 25-40,2025-08-17,2631,16,0,30.65,25,-0.362,0.006081337894336754,0.0
ad_1679,Organic Face Cream,google_search,Professionals 30-45,2025-08-29,611,19,0,8.98,48,0.109,0.031096563011456628,0.0
ad_1680,Smartwatch Pro,google_search,Women 25-40,2025-10-13,290,9,0,3.4,37,-0.085,0.03103448275862069,0.0
ad_1681,Online MBA Course,youtube,Men 25-40,2025-10-14,176,0,0,2.05,33,0.134,0.0,0.0
ad_1682,Online MBA Course,facebook,Professionals 30-45,2025-09-13,4027,25,2,47.97,13,0.339,0.006208095356344674,0.08
ad_1683,NoiseCancel Headphones,instagram,Women 25-40,2025-08-19,123,2,0,1.82,53,0.18,0.016260162601626018,0.0
ad_1684,NoiseCancel Headphones,instagram,Men 25-40,2025-10-01,887,13,0,12.38,44,0.133,0.014656144306651634,0.0
ad_1685,Online MBA Course,facebook,Professionals 30-45,2025-08-20,580,11,0,6.47,47,-0.054,0.01896551724137931,0.0
ad_1686,Smartwatch Pro,youtube,Men 25-40,2025-11-09,1263,11,0,13.07,38,0.263,0.00870942201108472,0.0
ad_1687,Smartwatch Pro,instagram,Women 25-40,2025-08-23,866,15,1,10.07,59,-0.014,0.017321016166281754,0.06666666666666667
ad_1688,Eco Bottle,instagram,Men 25-40,2025-11-05,1540,21,0,16.46,50,-0.399,0.013636363636363636,0.0
ad_1689,Smartwatch Pro,youtube,Students 18-25,2025-08-30,113,1,0,1.59,17,-0.01,0.008849557522123894,0.0
ad_1690,Smartwatch Pro,instagram,Women 25-40,2025-09-26,830,8,0,8.61,32,0.358,0.00963855421686747,0.0
ad_1691,Organic Face Cream,google_search,Professionals 30-45,2025-11-11,1823,59,0,19.14,47,-0.06,0.03236423477783873,0.0
ad_1692,Eco Bottle,google_search,Men 25-40,2025-08-24,453,14,0,6.57,54,0.004,0.03090507726269316,0.0
ad_1693,Eco Bottle,instagram,Men 25-40,2025-08-27,1206,11,0,14.66,24,-0.135,0.00912106135986733,0.0
ad_1694,Online MBA Course,facebook,Professionals 30-45,2025-10-02,777,6,1,8.77,24,0.534,0.007722007722007722,0.16666666666666666
ad_1695,NoiseCancel Headphones,instagram,Men 25-40,2025-08-19,7,0,0,0.08,58,0.272,0.0,0.0
ad_1696,Eco Bottle,google_search,Professionals 30-45,2025-10-19,134,9,0,1.76,21,0.172,0.06716417910447761,0.0
ad_1697,Smartwatch Pro,instagram,Women 25-40,2025-09-22,2562,31,0,37.39,26,0.142,0.01209992193598751,0.0
ad_1698,Organic Face Cream,google_search,Professionals 30-45,2025-11-12,641,24,4,6.48,38,0.329,0.0374414976599064,0.16666666666666666
ad_1699,NoiseCancel Headphones,google_search,Professionals 30-45,2025-09-25,1039,23,3,11.99,26,0.085,0.02213666987487969,0.13043478260869565
ad_1700,Eco Bottle,youtube,Women 25-40,2025-08-18,440,2,1,5.03,27,-0.103,0.004545454545454545,0.5
ad_1701,NoiseCancel Headphones,instagram,Women 25-40,2025-10-26,635,10,0,8.68,19,0.153,0.015748031496062992,0.0
ad_1702,NoiseCancel Headphones,google_search,Women 25-40,2025-09-27,1054,37,1,13.96,46,-0.237,0.03510436432637571,0.02702702702702703
ad_1703,Smartwatch Pro,facebook,Men 25-40,2025-10-01,986,19,1,14.39,39,0.43,0.019269776876267748,0.05263157894736842
ad_1704,Organic Face Cream,youtube,Professionals 30-45,2025-10-26,829,2,0,10.35,20,0.29,0.0024125452352231603,0.0
ad_1705,Online MBA Course,instagram,Men 25-40,2025-09-27,464,8,0,5.05,23,0.234,0.017241379310344827,0.0
ad_1706,Online MBA Course,instagram,Women 25-40,2025-10-19,216,1,0,2.64,20,-0.177,0.004629629629629629,0.0
ad_1707,Online MBA Course,facebook,Professionals 30-45,2025-10-01,1195,18,1,17.82,33,0.385,0.01506276150627615,0.05555555555555555
ad_1708,Eco Bottle,youtube,Professionals 30-45,2025-09-24,3936,34,1,52.11,34,0.231,0.008638211382113821,0.029411764705882353
ad_1709,Online MBA Course,instagram,Men 25-40,2025-10-07,627,13,0,8.02,56,0.043,0.02073365231259968,0.0
ad_1710,Online MBA Course,youtube,Women 25-40,2025-11-13,1834,16,0,23.21,56,0.088,0.008724100327153763,0.0
ad_1711,Eco Bottle,youtube,Men 25-40,2025-09-05,134,1,0,1.85,59,0.234,0.007462686567164179,0.0
ad_1712,Eco Bottle,instagram,Professionals 30-45,2025-10-08,357,4,0,3.85,35,0.384,0.011204481792717087,0.0
ad_1713,Organic Face Cream,google_search,Students 18-25,2025-11-13,265,8,0,2.93,37,-0.142,0.03018867924528302,0.0
ad_1714,Organic Face Cream,instagram,Students 18-25,2025-10-22,2089,29,0,24.34,33,-0.199,0.013882240306366683,0.0
ad_1715,Organic Face Cream,google_search,Students 18-25,2025-10-25,1799,65,2,25.47,52,0.384,0.03613118399110617,0.03076923076923077
ad_1716,Online MBA Course,google_search,Students 18-25,2025-11-03,433,8,1,5.63,25,0.219,0.018475750577367205,0.125
ad_1717,Online MBA Course,youtube,Men 25-40,2025-09-28,524,8,0,7.39,17,-0.365,0.015267175572519083,0.0
ad_1718,Organic Face Cream,youtube,Women 25-40,2025-08-22,1206,9,0,14.08,59,-0.597,0.007462686567164179,0.0
ad_1719,Online MBA Course,youtube,Professionals 30-45,2025-08-26,3061,23,1,40.32,40,-0.793,0.007513884351519112,0.043478260869565216
ad_1720,Organic Face Cream,youtube,Women 25-40,2025-10-11,861,3,0,8.62,28,-0.072,0.003484320557491289,0.0
ad_1721,Eco Bottle,instagram,Students 18-25,2025-11-11,1091,15,0,12.16,24,0.291,0.013748854262144821,0.0
ad_1722,NoiseCancel Headphones,instagram,Women 25-40,2025-10-09,78,1,0,0.79,12,-0.153,0.01282051282051282,0.0
ad_1723,Eco Bottle,youtube,Women 25-40,2025-09-17,85,1,1,1.08,53,-0.487,0.011764705882352941,1.0
ad_1724,Smartwatch Pro,google_search,Women 25-40,2025-10-19,468,12,0,5.21,13,-0.182,0.02564102564102564,0.0
ad_1725,Organic Face Cream,youtube,Students 18-25,2025-09-27,1206,15,0,13.03,23,0.068,0.012437810945273632,0.0
ad_1726,Eco Bottle,facebook,Students 18-25,2025-10-01,3884,17,3,50.62,20,-0.06,0.004376930998970134,0.17647058823529413
ad_1727,Smartwatch Pro,facebook,Professionals 30-45,2025-10-09,604,8,0,7.2,54,0.022,0.013245033112582781,0.0
ad_1728,NoiseCancel Headphones,google_search,Women 25-40,2025-10-23,321,11,0,3.55,26,0.235,0.03426791277258567,0.0
ad_1729,NoiseCancel Headphones,facebook,Students 18-25,2025-09-06,212,5,1,2.67,20,0.001,0.02358490566037736,0.2
ad_1730,Organic Face Cream,youtube,Women 25-40,2025-08-30,55,1,0,0.67,27,-0.259,0.01818181818181818,0.0
ad_1731,Online MBA Course,youtube,Professionals 30-45,2025-08-21,328,1,0,3.8,21,0.691,0.003048780487804878,0.0
ad_1732,Eco Bottle,youtube,Students 18-25,2025-08-20,119,0,0,1.76,16,0.002,0.0,0.0
ad_1733,Smartwatch Pro,instagram,Professionals 30-45,2025-10-15,718,13,1,10.25,49,0.831,0.018105849582172703,0.07692307692307693
ad_1734,Eco Bottle,instagram,Professionals 30-45,2025-10-31,214,1,0,2.15,41,0.243,0.004672897196261682,0.0
ad_1735,Organic Face Cream,google_search,Men 25-40,2025-10-10,967,27,1,13.56,12,-0.246,0.027921406411582212,0.037037037037037035
ad_1736,NoiseCancel Headphones,youtube,Students 18-25,2025-08-18,3024,16,2,36.23,24,-0.13,0.005291005291005291,0.125
ad_1737,Organic Face Cream,youtube,Students 18-25,2025-10-06,2091,27,2,30.8,46,0.363,0.01291248206599713,0.07407407407407407
ad_1738,NoiseCancel Headphones,instagram,Women 25-40,2025-10-02,1038,18,0,11.37,50,-0.102,0.017341040462427744,0.0
ad_1739,Smartwatch Pro,google_search,Men 25-40,2025-09-28,434,8,0,5.32,51,0.593,0.018433179723502304,0.0
ad_1740,Organic Face Cream,instagram,Women 25-40,2025-08-25,121,0,0,1.56,49,0.299,0.0,0.0
ad_1741,Smartwatch Pro,instagram,Students 18-25,2025-09-03,1650,22,2,19.32,36,0.497,0.013333333333333334,0.09090909090909091
ad_1742,Organic Face Cream,youtube,Women 25-40,2025-08-25,132,1,0,1.63,41,0.1,0.007575757575757576,0.0
ad_1743,Online MBA Course,google_search,Men 25-40,2025-08-21,746,30,0,9.27,44,-0.065,0.040214477211796246,0.0
ad_1744,Eco Bottle,facebook,Professionals 30-45,2025-11-05,387,5,0,5.21,19,0.586,0.012919896640826873,0.0
ad_1745,Organic Face Cream,instagram,Students 18-25,2025-08-19,313,5,0,4.35,14,-0.261,0.01597444089456869,0.0
ad_1746,NoiseCancel Headphones,instagram,Women 25-40,2025-10-07,5929,61,2,79.24,51,-0.172,0.010288412885815484,0.03278688524590164
ad_1747,NoiseCancel Headphones,google_search,Professionals 30-45,2025-11-05,477,17,0,5.51,46,-0.234,0.03563941299790356,0.0
ad_1748,Eco Bottle,facebook,Professionals 30-45,2025-08-24,635,2,0,7.17,17,0.176,0.0031496062992125984,0.0
ad_1749,Organic Face Cream,instagram,Men 25-40,2025-09-14,730,6,1,8.06,35,-0.231,0.00821917808219178,0.16666666666666666
ad_1750,NoiseCancel Headphones,instagram,Professionals 30-45,2025-09-23,826,8,0,9.28,56,0.239,0.009685230024213076,0.0
